id,imena,žanri,jeziki,št poglavij
4814,Killer Bang: The First Kill,"['Action', 'Drama', 'Seinen']",EN,54
4815,Killer in Love,"['Drama', 'Romance', 'Thriller']",JA,31
4816,Killer Shark in Another World,"['Comedy', 'Fantasy']",EN,29
4817,Killing Bites,"['Action', 'Ecchi', 'Horror']",EN,111
4818,Kimi to Picopico,"['Comedy', 'Game', 'Romance']",EN,55
4819,Kimi to Tsuzuru Utakata,"['Drama', 'Romance', 'Shoujo Ai']",EN,28
4820,Kimi Wa Suki No Saurus,"['Comedy', 'Romance', 'Shounen']",JA,13
4821,Kimi wo Aisuru kiwanai to Itta Jiki Koushaku-sama ga Naze ka Dekiai Shite kimasu,"['Fantasy', 'Romance', 'Shoujo']",JA,2
4822,Kimi wo Someru Asayake ni,['Yaoi'],EN,4
4823,Kimigazer,"['Fantasy', 'Romance']",EN,6
4824,Kimiiro x Liver – Konya mo Bell ni Oshiete kudasai,"['Comedy', 'Ecchi', 'Romance']",JA,13
4825,Kimongai,"['Drama', 'Seinen', 'Supernatural']",JA,83
4826,Kind of Confidential,['Romance'],EN,110
4827,Kindaichi 37-Sai No Jikenbo,"['Drama', 'Mystery', 'Police']",EN,90
4828,Kindaichi Case Files Sidestory: Casebook of Criminal Offenders,"['Comedy', 'Mystery']",JA,24.4
4829,Kindaichi Shounen No Jikenbo R,"['Mystery', 'Shounen']",EN,117
4830,Kindergarten Wars,"['Action', 'Comedy', 'Romance']",JA,38
4831,Kindred Spirits on the Roof,"['School', 'Shoujo Ai', 'Supernatural']",EN,9.5
4832,Kinemakia,"['Action', 'Drama', 'Horror']",JA,23
4833,King Baroque (antiquity),"['Action', 'Ecchi', 'Fantasy']",EN,11
4834,King Game,"['Action', 'Drama', 'Psychological']",EN,19
4835,King Golf,"['Action', 'Comedy', 'Shounen']",JA,344
4836,King of Cards,"['Action', 'Fantasy', 'Shoujo']",EN,3.5
4837,King of Eden,"['Dementia', 'Horror', 'Mystery']",EN,44
4838,King of Fire Dragon,"['Action', 'Adventure', 'Historical']",EN,11
4839,King of Manifestations,"['Action', 'Adventure']",EN,177
4840,King of Martial Arts,"['Action', 'Adventure', 'Martial Arts']",EN,198
4841,King of Minami,"['Psychological', 'Seinen', 'Thriller']",EN,3
4842,King of Piling,"['Action', 'Comedy', 'Shounen']",EN,6
4843,King Of Popularity,"['Action', 'Adventure', 'Fantasy']",EN,4
4844,King of Runes,"['Action', 'Adventure', 'Fantasy']",EN,13
4845,King of Spirit Beast,"['Action', 'Adventure', 'Fantasy']",EN,172
4846,King of the East,"['Action', 'Adventure', 'Comedy']",EN,69
4847,King of the Eternal Night,"['Action', 'Drama', 'Fantasy']",EN,46
4848,King of the Labyrinth,"['Action', 'Drama', 'Fantasy']",JA,9
4849,King of the Mound,"['Drama', 'Shounen', 'Sports']",EN,43
4850,King of the Octagon,"['Action', 'Drama', 'Shounen']",EN,52
4851,King's Game Spiral,"['Drama', 'Horror', 'Mystery']",EN,3
4852,King's Game: Extreme,"['Horror', 'Mystery', 'Psychological']",EN,28
4853,King's Proposal,"['Action', 'Comedy', 'Fantasy']",EN,4
4854,Kirika the Student Council Executives Detective,"['Drama', 'Mystery', 'School']",EN,33
4855,Kirinji Gate,"['Drama', 'Game']",EN,36
4856,Kiruru Kill Me,"['Action', 'Comedy', 'Ecchi']",EN,58
4857,Kisaragi-san wa Gankoukeiki,"['Comedy', 'Romance', 'School']",EN,17
4858,Kishi Danchou no Musuko wa Akuyaku Reijou wo Dekiai suru,"['Fantasy', 'Josei', 'Romance']",JA,14
4859,Kishi Danchou Shima Kousaku,"['Adventure', 'Comedy', 'Drama']",JA,20
4860,Kishibe No Uta,"['Adventure', 'Fantasy', 'Mystery']",EN,9
4861,Kishibe Rohan Won't Move,"['Mystery', 'Shounen', 'Supernatural']",EN,11.2
4862,Kishibe Rohan Won’t Move,"['Mystery', 'Shounen', 'Supernatural']",JA,9
4863,Kishin Kakka no Migawari Hanayome: Yotsugi ga Dekitara Rien desu,"['Josei', 'Romance']",EN,3
4864,Kishuku Gakkou No Juliet: The Official Anthology,"['Action', 'Comedy', 'Ecchi']",EN,28
4865,Kiss & Never Cry,"['Josei', 'Romance', 'Sports']",EN,60
4866,Kiss and Arabian Nights,"['Adventure', 'Josei', 'Romance']",EN,5
4867,Kiss and Tell,"['Drama', 'Yaoi']",EN,0
4868,Kiss and White Lily for My Dearest Girl,"['Romance', 'School', 'Seinen']",EN,50
4869,"Kiss de Fusaide, Bare naide.",['Romance'],EN,19
4870,Kiss de Goukaku,"['Josei', 'Romance']",JA,10
4871,"Kiss Him, Not Me","['Comedy', 'Harem', 'Romance']",EN,55
4872,Kiss Me and Hug Me!,"['Comedy', 'Historical', 'Romance']",EN,8
4873,Kiss Me at the Stroke of Midnight,"['Romance', 'School', 'Shoujo']",EN,45
4874,Kiss Me on the Apple of My Eye,"['Romance', 'Shoujo']",JA,0
4875,"Kiss Me, Master","['Comedy', 'Fantasy', 'Yaoi']",EN,5
4876,"Kiss Me, Sugar-kun!","['Comedy', 'Drama', 'Romance']",EN,3
4877,Kiss My Ass,"['Ecchi', 'School', 'Seinen']",EN,13
4878,Kiss of the Rose Princess,"['Comedy', 'Drama', 'Fantasy']",EN,41
4879,Kiss the Abyss,"['Fantasy', 'Romance', 'Shounen Ai']",EN,86
4880,Kiss to the Canvas,['Yaoi'],EN,0
4881,Kiss wa 10 nen Tatte Kara,"['Romance', 'Shoujo']",JA,5
4882,Kiss X Sis,"['Comedy', 'Ecchi', 'Harem']",JA,135
4883,Kisse~s,['Shoujo'],JA,0
4884,Kissing at Her feet,"['Drama', 'Ecchi', 'Historical']",EN,75
4885,Kissing on the Thorns,"['Josei', 'Romance']",JA,18
4886,Kissing the Flower in Bloom,"['Romance', 'Slice of Life']",EN,20
4887,Kita no Toride nite,['Fantasy'],EN,27
4888,"Kitae Sugite Konyaku Hakisareta Kekka, Kouri no Koushaku Kakka no Tsuma ni Nattakedo Jitsu wa Dekiaisareteiru you desu",['Fantasy'],JA,2
4889,Kitakubu Katsudou Kiroku,"['Comedy', 'School', 'Slice of Life']",EN,65
4890,Kitamachi-san wa Tada no Tomodachi,"['Comedy', 'Romance', 'Shounen']",JA,6
4891,Kitanomandokoro-sama no Okeshougakari,"['Comedy', 'Drama', 'Fantasy']",JA,2
4892,"Kitare, Paretto-dan!","['Comedy', 'School', 'Seinen']",JA,10
4893,Kiteretsu Encyclopedia,"['Comedy', 'Sci-Fi', 'Slice of Life']",EN,11
4894,Kitsune No Oyome-Chan,"['Ecchi', 'Fantasy', 'Romance']",EN,55.3
4895,Kitty Boy,"['Comedy', 'Drama', 'Romance']",EN,107
4896,"Kiwameta Kusushi wa Seijo No Maho Ni Mo Makemasen Kosupa Warui To Party Tsuiho Saretakedo, Jijitsu Ha Gyakudatta Yodesu",['Fantasy'],JA,19
4897,"Kizoku kara Shomin ni Natta node, Konyaku wo Kaishou Saremashita!","['Fantasy', 'Shoujo', 'Slice of Life']",JA,24
4898,Kizoku Reijou ga Junk Food Kutte ~ umai ~ Suru Dake no Hanashi,"['Comedy', 'Fantasy']",JA,17
4899,Kizudarake no Jinsei,"['Action', 'Drama', 'Seinen']",EN,114.5
4900,Knife in Her Heart,['Drama'],EN,16
4901,Knight in 1 Frame,"['Seinen', 'Sports']",EN,23
4902,Knight Run,"['Action', 'Adventure', 'Drama']",EN,270
4903,Knight Under My Heart,"['Action', 'Drama', 'Fantasy']",EN,40
4904,Knight's & Magic,"['Action', 'Fantasy', 'Mecha']",EN,122
4905,Knights of Night,"['Adventure', 'Drama', 'Horror']",EN,28
4906,Knights of Sidonia,"['Action', 'Drama', 'Mecha']",EN,78.5
4907,Knuckle Girl,"['Action', 'Drama', 'Martial Arts']",EN,43
4908,Kobato,"['Adventure', 'Fantasy', 'Romance']",EN,39
4909,Kobe Zaijuu,"['Comedy', 'Seinen', 'Slice of Life']",JA,91.2
4910,Kodocha: Sana's Stage,"['Comedy', 'Drama', 'Romance']",JA,0
4911,Koe Koi,"['Comedy', 'School', 'Slice of Life']",EN,56
4912,"Kogeki Ryoku Kyoku Buri No Saikyo Majutsushi ~ Kinryoku Chi 9999 No Daiken Shi, Tensei Shite Ni Dome No Jinsei Wo Ayumu ~","['Action', 'Comedy', 'Fantasy']",JA,19
4913,Koharu Haru!,"['Comedy', 'School', 'Seinen']",EN,31
4914,Koharu-biyori,"['Comedy', 'Ecchi', 'School']",EN,0
4915,Koi Dano Ai Dano,"['Drama', 'Yaoi']",EN,6
4916,Koi Ni Koi Suru Ko Ni Koi Su,"['Comedy', 'Romance']",JA,12
4917,Koi no Cupid: Yakenohara Jin,"['Action', 'Comedy', 'School']",JA,20.5
4918,Koi no Tamago,['Josei'],JA,22
4919,Koi To Utatane,"['Comedy', 'Romance', 'School']",EN,28.2
4920,Koi To Yobu Ni Wa Kimochi Warui,"['Comedy', 'Romance']",JA,55.5
4921,Koi wa iikara nemuritai!,"['Comedy', 'Harem', 'Shounen']",EN,14
4922,Koibito Ijou Yujin Miman,"['Comedy', 'Romance', 'Shounen']",EN,26
4923,"Koibito wo Netorare, Yuusha Party kara Tsuihou sareta kedo, EX Skill “Kotei Damage” ni Mezamete Muteki no Sonzai ni. Saa, Fukushuu wo Hajimeyou","['Fantasy', 'Harem', 'Seinen']",JA,23
4924,Koigakubo-kun Stole My First Time,"['Romance', 'Shoujo']",EN,16.5
4925,Koishigawa-San Is A Carnivore,"['Comedy', 'School', 'Slice of Life']",EN,24
4926,Koisome Momiji,"['Ecchi', 'Romance', 'School']",JA,30.2
4927,Koisuru Asteroid,"['Comedy', 'School', 'Slice of Life']",EN,39
4928,Koisuru Edison,"['Comedy', 'Romance', 'Shounen']",JA,37.3
4929,Koisuru Jibaku-chan,"['Comedy', 'Doujinshi', 'Romance']",EN,4
4930,Koisuru Succubus no Ikenai Jijou,"['Comedy', 'Fantasy', 'Slice of Life']",JA,30
4931,Kojiin Tamer,"['Adventure', 'Comedy', 'Fantasy']",EN,30
4932,Kojinsa Arimasu,['nedoločen'],JA,18
4933,Koketsu Dining,"['Comedy', 'Fantasy', 'Slice of Life']",EN,22
4934,Koki Tsukawarete Tsuihou Sareta Moto S Rank Party No Onimotsu Majutsushi No Nariagari,"['Action', 'Fantasy', 'Romance']",JA,16
4935,Kokkoku: Moment by Moment,"['Drama', 'Mystery', 'Psychological']",EN,57
4936,Kokoro Irozuku Koi ga shitai,"['Comedy', 'Romance', 'Slice of Life']",EN,25.5
4937,"Kokoro no Koe ga Kikoeru Akuyaku Reijou wa, Kyou mo Koinu Denka ni Honrousareru","['Comedy', 'Fantasy', 'Josei']",JA,4
4938,Kokui no Shikkou Hito wa Subete wo Karitoru,"['Action', 'Fantasy', 'Shounen']",JA,7
4939,Kokuou Heika No Daimeiwaku Na Kyuukon,"['Comedy', 'Fantasy', 'Romance']",JA,7
4940,Kokurou Ou to Shirogane no Niehime,"['Fantasy', 'Romance', 'Shoujo']",JA,5
4941,Kokuyo-chan to Shiratama-kun no Kawatta Kankei,['Romance'],JA,11
4942,KoLD8: King of the Living Dead,"['Action', 'Horror', 'Shounen']",EN,23
4943,Komatta Yatsura,"['Drama', 'Seinen', 'Supernatural']",EN,6
4944,Komegura Fuufu no Recipe-chou,"['Seinen', 'Slice of Life']",JA,14
4945,Komi Can't Communicate,"['Comedy', 'School', 'Shounen']",EN,411
4946,Komomo Confiserie,"['Comedy', 'Romance', 'Shoujo']",EN,29.5
4947,Komori-san in a Small Voice & Obayashi-kun in a Loud Voice,"['Comedy', 'Romance', 'School']",EN,45
4948,Komugi ga Jiman no Panya-san,"['Seinen', 'Slice of Life']",JA,6
4949,"Konbini Goutou kara Tasuketa Jimi Tenin ga, Onaji Class no Ubu de Kawaii Gal datta","['Comedy', 'Romance', 'School']",EN,2
4950,"Konna Amai Koto, Shiranai...","['Romance', 'Shoujo']",JA,17
4951,"Konno-kun, Continued","['Comedy', 'Josei', 'Romance']",JA,5
4952,Kono Heya kara Tokyo Tower wa Eien ni Meinai,"['Drama', 'Seinen']",JA,4
4953,Kono Hon O Nusumumono Wa,"['Fantasy', 'Mystery']",JA,13
4954,Kono Koi wa Hoshi ni wa Negawanai,"['Drama', 'Romance', 'Shoujo Ai']",JA,1
4955,Kono kyoai wa tensai desu,"['Action', 'Comedy', 'Fantasy']",JA,24.5
4956,Kono Manga no Heroine wa Morisaki Amane desu,"['Comedy', 'Romance', 'Shounen']",JA,48
4957,Kono Rabukome wa Shiawase ni naru Gimu ga aru.,"['Comedy', 'Romance']",JA,4
4958,Kono Sekai de Ore Dake ga Level Up wo Shitteiru,['Fantasy'],JA,21
4959,Kono Subarashii Sekai ni Shukufuku wo! Megumin Anthology,"['Adventure', 'Comedy', 'Fantasy']",EN,13
4960,Kono Yuusha Moto Maou ni Tsuki,"['Adventure', 'Fantasy', 'Psychological']",JA,13
4961,Konohana Kitan,"['Fantasy', 'Seinen', 'Shoujo Ai']",EN,67
4962,Kou 1 Desu Ga Isekai De Joushu Hajimemashita,"['Comedy', 'Ecchi', 'Fantasy']",EN,45
4963,Koudaike No Hitobito,"['Comedy', 'Josei', 'Romance']",EN,43
4964,Koudo ni Hattatsu shita Igaku wa Mahou to Kubetsu ga Tsukanai,"['Fantasy', 'Seinen', 'Slice of Life']",JA,14
4965,Kouga-san no Kami Guse,"['Romance', 'School', 'Shounen']",EN,9
4966,Kouga-san no Kamiguse,"['Comedy', 'Romance', 'Shounen']",EN,18
4967,Kouguu,"['Fantasy', 'Historical', 'Seinen']",JA,10
4968,Kougyouaika Volleyboys,"['Comedy', 'School', 'Seinen']",JA,540.6
4969,Koujo Denka no Sanbou-sama,"['Drama', 'Fantasy']",JA,5
4970,Koukakyuu no Tensei Nyokan,"['Drama', 'Fantasy', 'Historical']",JA,5
4971,Koukyu no Zatsuyouki,"['Action', 'Fantasy', 'Historical']",JA,16
4972,Koumei no Yome,"['Comedy', 'Historical']",EN,0
4973,Kounodori: Dr. Stork,"['Drama', 'Seinen']",EN,85
4974,Kouryakuhon O Kushi Suru Saikyou No Mahoutsukai ~< Meirei Sa Sero > To Wa Iwa Senai Oreryuu Mao Tobatsu Saizen Ruuto ~,"['Action', 'Adventure', 'Fantasy']",EN,44
4975,Koutarou Breakthrough!,"['Comedy', 'Martial Arts', 'Shounen']",JA,295
4976,Koutei no Yakuzenhi,"['Fantasy', 'Historical', 'Romance']",JA,7
4977,Kowamote Kawamote,"['Comedy', 'Slice of Life']",EN,4
4978,Kowaomote Sensei no Oshinagaki,"['Comedy', 'Shoujo', 'Shounen']",EN,21
4979,Kowloon Generic Romance,"['Drama', 'Romance', 'Seinen']",EN,74
4980,Kraunessa the Black Stagne,"['Comedy', 'Supernatural']",EN,8
4981,Kubiko-san,"['Comedy', 'Slice of Life']",EN,45
4982,Kubo-San Doesn't Leave Me Be (A Mob),"['Comedy', 'Romance', 'School']",EN,144
4983,Kuchidome No Gohoubi Wa Dansou Otome To Icha Ero Desu!,"['Ecchi', 'Hentai']",EN,11
4984,Kuchiutsusu,"['Drama', 'Josei', 'Romance']",EN,16.5
4985,Kufujin Rosa wa Kage kara Ai wo Mimamoritai,"['Comedy', 'Fantasy', 'Historical']",EN,8
4986,Kujima Utaeba Ie Hororo,"['Comedy', 'Fantasy', 'Slice of Life']",JA,14
4987,Kujou's Deadly Sins,"['Drama', 'Psychological', 'Seinen']",JA,78
4988,Kuma Bear Gaiden,"['Adventure', 'Comedy', 'Fantasy']",EN,2
4989,Kuma Kuma Kuma Bear,"['Action', 'Comedy', 'Fantasy']",EN,107
4990,Kuma: Kuma Weather Today,"['Comedy', 'Fantasy', 'Slice of Life']",EN,6
4991,Kung Fu Boy Legends,"['Action', 'Adventure', 'Comedy']",JA,149
4992,Kunihachibu,"['Shounen', 'Thriller']",JA,47.5
4993,Kunimitsu No Matsuri,"['Action', 'Comedy', 'Drama']",JA,220.5
4994,Kuno Chiyo The Precog,"['Comedy', 'Romance', 'School']",EN,61
4995,Kunoichi No Ichi,"['Ecchi', 'Harem', 'School']",EN,48
4996,Kunoichi no Ichi! no Ni,"['Action', 'Ecchi', 'Gender Bender']",EN,48
4997,Kunon the Sorcerer Can See Through,['Fantasy'],EN,6
4998,Kurasu no daikirai na joshi to kekkon suru koto ni natta,"['Comedy', 'Romance']",JA,20
4999,Kurasu no Inkya Busu? ...Jitsu wa Chou Bijin Cosplayer Datta. Minna Shirazu ni Baka ni Shiterukedo,"['Comedy', 'Romance', 'Slice of Life']",EN,2
5000,Kurenai no Shinigami wa Nemurihime no Neoki ni Nayamasareru,"['Comedy', 'Romance']",JA,59
5001,Kuro Elf ni Kawareta Ore no Dungeon Seikatsu: Sanshoku Furo to Jigoku-tsuki,"['Action', 'Adventure', 'Drama']",EN,3
5002,Kuro Kuroku,"['Action', 'Comedy', 'Fantasy']",JA,18.5
5003,Kuro no Grotesque,['Fantasy'],JA,5
5004,Kuro no Kenja wa Kage wo Oru,"['Action', 'Fantasy']",EN,12
5005,Kurobuta Ouji wa Zense wo Omoi da shite Kaishin suru – Akuyaku Chara ni Tensei shita no de Shibou End kara Nigete Itara Saikyou ni Natte Ita,['Fantasy'],JA,5
5006,Kurogane (Ikezawa Haruto),"['Action', 'Martial Arts', 'School']",JA,70
5007,Kurogane-san Can't Smile,"['Comedy', 'Shoujo', 'Slice of Life']",EN,3
5008,Kurohime,"['Action', 'Adventure', 'Comedy']",EN,80
5009,Kuroitsu-san from the Monster Development Department,"['Comedy', 'Fantasy']",EN,14
5010,Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai,"['Comedy', 'Romance', 'School']",EN,95
5011,Kuroko no Basket: Replace Plus,"['Comedy', 'School', 'Shounen']",EN,40.5
5012,Kuroko's Basketball,"['Comedy', 'School', 'Shounen']",EN,274.5
5013,Kuroko's Basketball (Colored Edition),"['Comedy', 'School', 'Shounen']",JA,274.5
5014,Kuroneko No Kenshi,"['Action', 'Comedy', 'Fantasy']",JA,34
5015,Kurosaki-san no Ichizu na Ai ga Tomaranai,['Romance'],EN,12
5016,Kurozakuro,"['Action', 'Adventure', 'Demons']",JA,66.5
5017,Kurumida-senpai no Guttara Kawaii Himitsu,"['Comedy', 'Romance', 'Shounen']",EN,5
5018,Kusanagi-sensei is Being Tested,"['Comedy', 'School', 'Shoujo Ai']",EN,293
5019,Kusozako Choroin Nishiga Hachi,"['Comedy', 'Romance', 'School']",EN,12
5020,Kusunoki-san Failed to Debut in High School,"['Comedy', 'Romance', 'Slice of Life']",EN,5
5021,Kusuri no Mamono no Kaiko Riyuu,"['Fantasy', 'Shoujo']",JA,6
5022,"Kusuriya Keiei Shitemitara, Rieki Ga Osoroshi Koto Ni Narimashita Heimindakara To Tsuiho Sareta Motokyutei Renkinjutsu Shi No Monogatari","['Fantasy', 'Romance', 'Shoujo']",JA,16
5023,Kuudere Sugiru Mirai No Yome No Mendouna 7-Kakan,"['Ecchi', 'Romance']",JA,31
5024,"Kuuki ga ""Yomeru"" Shinnyuu Shain to Buaisou na Senpai","['Comedy', 'Romance', 'Slice of Life']",EN,20
5025,"Kuzu Gedou No Ore Ha, Sennou Sukiru De Bishoujo Wo Bugasu Koto Ni Shita","['Ecchi', 'Fantasy']",JA,4
5026,"Kuzu Gedou No Ore Ha, Sennou Sukiru De Bishoujo Wo Bugasu Koto Ni Shita.","['Ecchi', 'Fantasy']",JA,4
5027,"Kuzumi-kun, Can't You Read the Room","['Comedy', 'Romance', 'School']",EN,51.5
5028,Kyo Dokosan Ikuto,['nedoločen'],JA,14
5029,Kyo kara City Hunter,"['Action', 'Comedy', 'Drama']",EN,8
5030,Kyodai Seibutsu Bakari no Isekai no Parkour to Ashiba Skill de Musou suru.,"['Comedy', 'Fantasy', 'Seinen']",JA,9
5031,"Kyokuten No Hono Majutsushi Fire Ball Shika Tsukaenai kedo, Motetai Isshin De Saikyo Ni Narimashita",['Fantasy'],JA,14
5032,Kyoto & Wagashi & Family,"['Seinen', 'Slice of Life']",EN,78
5033,Kyou kara Hajimeru Osananajimi,"['Romance', 'School']",EN,47
5034,Lady and Oldman,"['Mystery', 'Seinen', 'Slice of Life']",EN,34
5035,Lady Baby,"['Drama', 'Fantasy', 'Mystery']",EN,106
5036,Lady Chef Royale,"['Drama', 'Fantasy', 'Romance']",nedoločen,102
5037,Lady Evony,"['Drama', 'Fantasy', 'Historical']",EN,60
5038,Lady Knight,['Fantasy'],EN,38
5039,Lady Liar,['Romance'],EN,19
5040,Lady Rose Wants To Be A Commoner,"['Fantasy', 'Romance']",EN,11
5041,Lady Snowblood,"['Action', 'Drama', 'Historical']",EN,15
5042,Lady Villain Fell Into a Common Person,"['Gender Bender', 'School', 'Slice of Life']",EN,8
5043,Laid-Back Camp,"['Adventure', 'Comedy', 'Slice of Life']",EN,75.5
5044,Lalin's Curse,['Supernatural'],EN,45
5045,Lan Ke Qi Yuan,['Action'],EN,186
5046,Land Lock,"['Drama', 'Mystery', 'Psychological']",EN,33.5
5047,Land of the Crimson Moon,"['Action', 'Drama', 'Fantasy']",EN,53
5048,Land of the Lustrous,"['Action', 'Drama', 'Fantasy']",EN,102
5049,Landreaall,"['Action', 'Adventure', 'Fantasy']",JA,215.3
5050,Lapis Re:lights,"['Magic', 'Music']",EN,7
5051,Lars,['Slice of Life'],EN,234
5052,"Last Boss, Yamete Mita – Shujinkou Ni Taosareta Furi Shite Jiyuu Ni Ikite Mita","['Action', 'Adventure', 'Fantasy']",EN,16
5053,Last Exile - Travelers from the Hourglass,"['Action', 'Adventure', 'Fantasy']",JA,9.2
5054,Last Game,"['Comedy', 'Romance', 'Shoujo']",JA,77
5055,Last Gender: When We Are Nameless,"['Drama', 'Romance', 'Slice of Life']",EN,14
5056,Last Karte – Houjuuigakusha Touma Kenshou no Kioku,"['Drama', 'Mystery', 'Shounen']",EN,64
5057,Last Order: Hitori Bocchi no Hyakunen Sensou,"['Action', 'Sci-Fi']",EN,16.5
5058,Last Quarter,"['Drama', 'Mystery', 'Shoujo']",JA,16
5059,Last Round Arthurs,"['Action', 'Adventure', 'Comedy']",EN,14
5060,Last Summer Vacation,"['Drama', 'Josei']",EN,8
5061,Last Word of the World,"['Action', 'Drama', 'Fantasy']",EN,132
5062,Late Bloomer,['Romance'],EN,28.5
5063,Late Night Cafe,"['Drama', 'Romance', 'Shoujo']",EN,2
5064,Latent Heat,"['Romance', 'Seinen']",EN,20
5065,Latna Saga Survival of a Sword King,"['Action', 'Adventure', 'Comedy']",EN,164
5066,Laugh at the night storm,"['Action', 'Drama', 'Mystery']",EN,15
5067,Law Of Ueki Plus,"['Action', 'Adventure', 'Comedy']",EN,46
5068,Lawman,"['Action', 'Adventure', 'Comedy']",EN,2
5069,Lawyer & Seventeen,"['Romance', 'Shoujo']",EN,10
5070,Layton Brothers Mystery Room: Kanzen Hanzai no Puzzle,"['Adventure', 'Mystery']",EN,28
5071,Laz Meridian,"['Fantasy', 'Romance', 'School']",nedoločen,0
5072,LBX Girls,"['Action', 'Comedy', 'Shounen']",EN,10
5073,Le Cervin,"['Adventure', 'Drama', 'Fantasy']",JA,24
5074,Led Along by the Jirai-Kei Nursery Teacher,"['Romance', 'Slice of Life']",EN,3
5075,Legend (Takano Masaharu),"['Adventure', 'Fantasy', 'Shounen']",EN,71
5076,Legend Of Dragoon,"['Action', 'Adventure', 'Fantasy']",EN,5
5077,Legend Of Heaven's Door,"['Action', 'Comedy', 'Ecchi']",JA,57
5078,Legend of Mir: The Golden Armored Dragon,"['Action', 'Historical', 'Martial Arts']",EN,20
5079,Legend of Mir: The Golden Armored Sword Dragon,"['Action', 'Fantasy', 'Shounen']",EN,27
5080,Legend of Silver Fang Akame,['Seinen'],JA,40
5081,Legend of Star General,"['Action', 'Drama', 'Shounen']",EN,100
5082,Legend Of The End-Of-Century Gambling Wolf Saga,"['Psychological', 'Seinen']",EN,32
5083,Legend of the Galactic Heroes (New adaptation),"['Action', 'Drama', 'Military']",JA,182
5084,Legendary Car-Hailing System,"['Action', 'Fantasy', 'Harem']",EN,1
5085,Legendary Ranker’s Comeback,"['Action', 'Adventure']",EN,29
5086,Legendary Weapon,['Shounen'],JA,43
5087,Legendary Youngest Son of the Marquis House,"['Action', 'Fantasy', 'Shounen']",EN,71
5088,Legends of Silica,['nedoločen'],EN,26
5089,Legends of the Swordsman Scholar,"['Action', 'Adventure', 'Martial Arts']",EN,69
5090,Les Miserables (Arai Takahiro),"['Drama', 'Historical', 'Shounen']",EN,7
5091,Lessa,"['Action', 'Demons', 'Supernatural']",EN,58.5
5092,LESSA 2 - The Crimson Knight,"['Action', 'Adventure', 'Comedy']",EN,109
5093,Lesson of the Evil,"['Horror', 'Psychological', 'School']",EN,34
5094,Let Me Game in Peace,"['Action', 'Drama', 'Shounen']",EN,57
5095,Let Me Stay Over Tonight!,"['Comedy', 'Drama', 'Romance']",EN,67
5096,Let's Be An Adventurer! ~Defeating Dungeons With A Skill Board~,"['Action', 'Adventure', 'Fantasy']",EN,40
5097,Let's Buy the Land and Cultivate in Different World,"['Comedy', 'Fantasy', 'Slice of Life']",EN,42.5
5098,Let's do it already.,"['Comedy', 'Romance', 'School']",EN,52
5099,Let's Get Divorced!,"['Drama', 'Romance']",EN,26
5100,Let's Get Drunk with Amber Dreams ~Amber Days and Golden Nights~,"['Seinen', 'Slice of Life']",EN,6
5101,Let's Go Play!,"['Action', 'Comedy', 'Ecchi']",EN,55.5
5102,Let's Love Girlfriends and Secrets,"['Comedy', 'Shoujo Ai', 'Slice of Life']",EN,18
5103,Let's Make a Mug Too,['Shounen'],EN,7
5104,Let's meal!,"['Comedy', 'Seinen', 'Slice of Life']",JA,72
