id,imena,žanri,jeziki,št poglavij
4505,Itazura na Kiss,"['Comedy', 'Romance', 'Shoujo']",EN,0
4506,Itomo Tayasuku Okonawareru Juusansai ga Ikiru Tame no Oshigoto,"['Horror', 'Shounen', 'Thriller']",JA,55
4507,Itoshi No Muco,"['Comedy', 'Seinen', 'Slice of Life']",JA,220
4508,Itoshi No Sakura-San,"['Comedy', 'Slice of Life']",EN,52
4509,"Itsudemo Jitaku Ni Kaerareru Ore Wa, Isekai De Gyoushounin O Hajimemashita","['Comedy', 'Fantasy', 'Slice of Life']",EN,39
4510,Itsumo Joutenki,"['Romance', 'Shoujo']",JA,0
4511,"Itsumo Shio Taiou Na Osananajimi Da Kedo, Ore Ni Kataomoi Shiteiru No Ga Bare Bare De Kawaii","['Comedy', 'Romance', 'Slice of Life']",EN,12
4512,It’s Hard To Mix In With The Demons,"['Action', 'Adventure', 'Fantasy']",EN,43
4513,It’s Never Too Late for Sweetness,"['Comedy', 'Romance', 'Shounen Ai']",EN,14
4514,It’s Not Easy to Be a Man After Travelling to the Future,"['Action', 'Adventure', 'Fantasy']",EN,105
4515,It’s Not That I Want to Wear Women’s Clothing,"['Comedy', 'Romance', 'Shounen Ai']",EN,120
4516,It’s Over! Empress’ Husband is Actually Invincible,"['Action', 'Drama', 'Fantasy']",EN,8
4517,It’s Too Hard to Chase the Tsundere Prince,"['Action', 'Adventure', 'Drama']",EN,219
4518,Iwakutsuki Bukken No Yakuro-San,"['Comedy', 'Romance', 'Slice of Life']",EN,16.3
4519,Izure Saikyou ni Itaru Tensei Mahoutsukai,"['Action', 'Fantasy']",JA,10
4520,I’ll Be Taking A Break For Personal Reasons,"['Action', 'Drama', 'Fantasy']",EN,59
4521,I’ll Be The Warrior’s Mother,"['Comedy', 'Fantasy', 'Romance']",EN,38
4522,"I’m a D-Rank Adventurer, for Some Reason I Got Recruited Into a Hero Party, and Now the Princess Is Stalking Me","['Action', 'Adventure', 'Comedy']",EN,17
4523,I’m a godfather in another world,"['Action', 'Martial Arts', 'Mystery']",EN,5
4524,I’m A Prisoner In The Demon World,"['Action', 'Adventure']",EN,19
4525,I’m A Tycoon In The Other World,"['Action', 'Comedy', 'Harem']",EN,94
4526,"I’M A Villainous Daughter, So I’M Going To Keep The Last Boss","['Comedy', 'Fantasy', 'Romance']",EN,12.3
4527,I’m A Zombie But I Want To Save The World,"['Action', 'Adventure', 'Fantasy']",EN,2
4528,I’m Actually a Cultivation Bigshot,"['Drama', 'Fantasy', 'Harem']",EN,166
4529,I’m Actually A Peerless Powerhouse,"['Action', 'Adventure', 'Fantasy']",EN,8
4530,I’m An Evil God,['Fantasy'],EN,321
4531,I’m an Overlord,"['Action', 'Comedy', 'Martial Arts']",EN,80
4532,"I’m an Unfortunate Archer, But Doing Okay","['Action', 'Adventure', 'Comedy']",EN,4
4533,I’m Being Shipped With the King of Film!,"['Action', 'Comedy', 'Drama']",EN,252
4534,I’m Cute Enough to Get Away with It!,"['Comedy', 'Harem', 'Romance']",EN,24
4535,I’m desperate to get stronger,['Action'],EN,31
4536,I’m Going Out with the Beautiful Black-Haired (Unemployed) Takashina-san,"['Comedy', 'Romance', 'Slice of Life']",EN,5
4537,I’m Just An Immortal,"['Action', 'Fantasy', 'Romance']",EN,294
4538,I’m Really Not Targeting The Magicians,['Action'],EN,67
4539,I’m Really Not The Demon God’s Lackey,"['Action', 'Fantasy', 'Horror']",EN,71
4540,"I’m Sick and Tired of My Childhood Friend’s, Now Girlfriend’s, Constant Abuse so I Broke up with Her","['Comedy', 'Drama', 'Romance']",EN,13
4541,"I’m the Demon Queen, but for Some Reason the Hero is Doting on Me!","['Comedy', 'Demons', 'Fantasy']",JA,76
4542,I’m The Great Immortal,"['Action', 'Harem', 'Martial Arts']",EN,531
4543,I’m Trapped In This Day For One Thousand Years,"['Action', 'Adventure', 'Fantasy']",EN,14
4544,I’ve Waited for the Fairy Teacher for Hundreds of Years,"['Action', 'Adventure', 'Fantasy']",EN,17
4545,"Jaa, Kimi no Kawari ni Korosou ka?","['Drama', 'Mystery', 'Psychological']",JA,23
4546,Jackie Rose,['Supernatural'],EN,54
4547,Jackson's Diary,['Supernatural'],EN,103
4548,Jagaaaaaan,"['Drama', 'Horror', 'Mystery']",EN,163
4549,Jakutaika Yuusha no Restart,"['Adventure', 'Comedy', 'Fantasy']",JA,20.5
4550,Japan Summons,"['Action', 'Adventure', 'Fantasy']",EN,37
4551,Japanese flag icon What's a Villainess Supposed to do Again?,"['Fantasy', 'Josei', 'Romance']",EN,4
4552,Jesus,"['Action', 'Drama', 'Parody']",EN,46
4553,Jiangshi X,"['Action', 'Fantasy', 'Historical']",EN,18
4554,Jichou Shinai Motoyuusha No Tsuyokute Tanoshii New Game,"['Action', 'Adventure', 'Comedy']",EN,180
4555,Jigoku Kurayami Hana Mo Naki,"['Fantasy', 'Horror', 'Mystery']",EN,37
4556,Jikobukken no Yuurei-chan,"['Comedy', 'Slice of Life', 'Supernatural']",EN,7
4557,"Jimi de Medatanai Watashi wa, Kyou de Owari ni Shimasu","['Fantasy', 'Romance', 'Shoujo']",JA,37
4558,"Jimi Hime to Kuro Neko No, Emmanna Konyaku Haki","['Fantasy', 'Romance', 'Slice of Life']",JA,25
4559,Jimi Joshi X Osekkai Danshi,"['Comedy', 'Ecchi', 'Romance']",EN,19
4560,Jin,"['Drama', 'Historical', 'Seinen']",JA,137
4561,Jingle Jungle,"['Comedy', 'Slice of Life']",EN,100
4562,Jinki: Extend,"['Action', 'Ecchi', 'Mecha']",EN,21
4563,Jinki:Extend,"['Action', 'Ecchi', 'Mecha']",EN,14
4564,Jinmen,"['Action', 'Drama', 'Horror']",EN,145
4565,Jinrou Game: Crazy Fox,"['Horror', 'Mystery', 'Psychological']",EN,24
4566,Jinrouki Winvurga,"['Drama', 'Mecha', 'Seinen']",EN,56
4567,Jinrouki Winvurga Rebellion,"['Action', 'Mecha', 'Sci-Fi']",EN,3
4568,Jinrui-Shoku: Blight of Man,"['Horror', 'Mystery', 'Shounen']",EN,11
4569,Jinzou Shoujo,"['Drama', 'Gender Bender', 'Horror']",EN,12
4570,Jio and Ougon and the Forbidden Magic,"['Action', 'Fantasy', 'Magic']",EN,34
4571,Jisatsu Circle,"['Horror', 'Psychological']",EN,6
4572,Jishou Akuyaku Reijou na Konyakusha no Kansatsu Kiroku,"['Comedy', 'Fantasy', 'Romance']",JA,17
4573,"Jishou Heibon na Iyashi no Seijo desu ga, Ouji kara Konyakusha to shite Shuuchakusareteimasu","['Fantasy', 'Romance', 'Shoujo']",JA,10
4574,Jishou! Heibon Mazoku No Eiyuu Life: B-Kyuu Mazoku Nano Ni Cheat Dungeon Wo Tsukutteshimatta Kekka,"['Action', 'Adventure', 'Comedy']",EN,74
4575,"Jitsuryoku Shugi ni Hirowareta Kanteishi – Dorei Atsukai Datta Bokoku wo Sutete, Tekikoku no Eiyuu Hajimemashita","['Action', 'Fantasy', 'Seinen']",JA,1
4576,Jiuxing Tianchen,"['Action', 'Adventure', 'Magic']",EN,190
4577,JK Haru is a Sex Worker in Another World,"['Ecchi', 'Fantasy']",EN,25.5
4578,Joan,"['Adventure', 'Comedy', 'Drama']",EN,4.5
4579,Jobless Reincarnation - Eris Gaiden,"['Action', 'Adventure', 'Comedy']",EN,3
4580,"Jobless, Yet Invincible","['Action', 'Drama', 'Fantasy']",EN,29
4581,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"['Action', 'Adventure', 'Shounen']",EN,155
4582,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze (Colored Edition),"['Action', 'Adventure', 'Shounen']",EN,155
4583,JoJo no Kimyou na Bouken Part 8: JoJolion,"['Action', 'Adventure', 'Mystery']",EN,110
4584,JoJo no Kimyou na Bouken Part 8: JoJolion (Colored Edition),"['Action', 'Demons', 'Psychological']",EN,102
4585,JoJo's Bizarre Adventure Part 1: Phantom Blood,"['Action', 'Adventure', 'Historical']",EN,44
4586,JoJo's Bizarre Adventure Part 1: Phantom Blood (Colored Edition),"['Action', 'Adventure', 'Historical']",EN,44
4587,JoJo's Bizarre Adventure Part 2: Battle Tendency,"['Action', 'Adventure', 'Historical']",EN,69
4588,JoJo's Bizarre Adventure Part 2: Battle Tendency (Colored Edition),"['Action', 'Adventure', 'Historical']",EN,69
4589,JoJo's Bizarre Adventure Part 3: Stardust Crusaders,"['Action', 'Adventure', 'Shounen']",EN,152
4590,JoJo's Bizarre Adventure Part 3: Stardust Crusaders (Colored Edition),"['Action', 'Adventure', 'Shounen']",EN,152
4591,JoJo's Bizarre Adventure Part 4: Diamond Is Unbreakable,"['Action', 'Shounen', 'Supernatural']",EN,174
4592,JoJo's Bizarre Adventure Part 4: Diamond Is Unbreakable (Colored Edition),"['Action', 'Shounen', 'Supernatural']",EN,174
4593,JoJo's Bizarre Adventure Part 6: Stone Ocean,"['Action', 'Adventure', 'Shounen']",EN,158
4594,JoJo's Bizarre Adventure Part 6: Stone Ocean (Colored Edition),"['Action', 'Adventure', 'Shounen']",EN,158
4595,JoJo's Bizarre Adventure Part 9: The JoJoLands,"['Action', 'Adventure', 'Drama']",EN,5
4596,JoJo's Bizarre Adventure Part 9: The JoJoLands (Colored Edition),"['Action', 'Adventure', 'Drama']",EN,2
4597,JoJo's Bizarre Adventure: Crazy Diamond's Demonic Heartbreak,"['Action', 'Adventure', 'Fantasy']",EN,15
4598,JoJo's Bizarre Adventure: Crazy Diamond's Demonic Heartbreak  (Colored Edition),"['Action', 'Adventure', 'Fantasy']",EN,4
4599,Jormungand,"['Action', 'Drama', 'Seinen']",EN,69.5
4600,"Josee, the Tiger and the Fish","['Drama', 'Romance', 'Slice of Life']",EN,10.5
4601,Joseon's Ban on Marriage,"['Comedy', 'Drama', 'Historical']",EN,46
4602,Joshiman,"['Comedy', 'Romance', 'Seinen']",JA,14.5
4603,Joshiraku,"['Comedy', 'Shounen', 'Slice of Life']",JA,53
4604,Josho Mao No Yarinaoshi Ore Ha Mada Ichi Wari Mo Honki Wo Dashiteinai Ndaga,"['Action', 'Adventure', 'Comedy']",JA,15
4605,Josou wo Yamerarenaku Naru Otokonoko no Hanashi,"['Comedy', 'Gender Bender', 'Shounen Ai']",EN,24
4606,"Jouhai Shougun, Mata Yabureru","['Adventure', 'Fantasy', 'Military']",JA,43
4607,Joujuu Senjin!! Mushibugyo,"['Action', 'Fantasy', 'Historical']",EN,316
4608,Jouou,"['Action', 'Ecchi', 'Romance']",JA,83.5
4609,Jouou Virgin - Roppongi Night GP Part 2,['Seinen'],JA,33
4610,Journey to Heavens,"['Action', 'Martial Arts']",EN,37
4611,Journey to the West,"['Action', 'Adventure', 'Fantasy']",EN,127
4612,Joyuu Meshi,['Seinen'],JA,43
4613,Judge,"['Drama', 'Horror', 'Mystery']",EN,32
4614,Judge and Executioner,"['Action', 'Drama']",EN,28
4615,Judge Lee Han Young,"['Drama', 'Seinen']",EN,70
4616,Jujutsu Kaisen,"['Action', 'Demons', 'Fantasy']",EN,229
4617,Juken no Hime no Overkill,"['Action', 'Adventure', 'Fantasy']",JA,17
4618,Jukurendo Kansuto no Maken Tsukai,"['Action', 'Comedy', 'Fantasy']",JA,5
4619,Jumbo Max: Hyper ED Yaku Mitsuzounin,"['Drama', 'Seinen']",EN,43
4620,Jumping,"['Drama', 'Josei', 'Romance']",JA,16.5
4621,Jumping Over,"['Mystery', 'Romance', 'Sci-Fi']",EN,13
4622,Jun And Kaoru: Pure And Fragrant,"['Comedy', 'Gender Bender', 'Romance']",EN,16
4623,Junai Calorie Nenshoukei,"['Romance', 'Shoujo']",JA,0
4624,June's Love,['Romance'],EN,47
4625,Jungle Guu,"['Comedy', 'Shounen']",EN,100.2
4626,Jungle Juice,"['Action', 'Fantasy', 'Sci-Fi']",EN,83.5
4627,Jungle King Tar-chan,"['Action', 'Comedy', 'Parody']",EN,56
4628,Juni Taisen: Zodiac War,"['Action', 'Shounen']",EN,29
4629,Junji Ito's Cat Diary: Yon & Mu,"['Comedy', 'Seinen', 'Slice of Life']",EN,10
4630,Junji Ito's Dissolving Classroom,"['Horror', 'Josei', 'Supernatural']",EN,7.5
4631,Junjou Musume Gatenkei,['Josei'],JA,22.5
4632,Junk - Record Of The Last Hero,"['Action', 'Drama', 'Sci-Fi']",EN,35
4633,Junk the Black Shadow,"['Action', 'Comedy', 'Fantasy']",EN,36
4634,Junket Bank,"['Comedy', 'Drama', 'Seinen']",JA,117
4635,Junkoku no Alpha,"['Drama', 'Fantasy', 'Historical']",EN,22
4636,Jupiter-Men,['Action'],EN,41
4637,Jupiteria,"['Adventure', 'Drama', 'Romance']",EN,6
4638,Just a Goblin,['Fantasy'],EN,39
4639,Just Around the Corner,"['Romance', 'School', 'Yaoi']",EN,5.5
4640,Just Ask Yuli,['Slice of Life'],EN,25
4641,Just Kidding,"['Drama', 'Romance', 'Shounen Ai']",EN,9
4642,Just Listen to the Song,['Shounen'],EN,1
4643,Just One Drink,"['Comedy', 'Slice of Life']",EN,58
4644,Just Pancakes,['Comedy'],EN,212
4645,Just The Two of Them in The Nurse's Office,['Romance'],JA,16
4646,Just Wanna Touch You,['Shounen Ai'],EN,69
4647,Justy,"['Action', 'Sci-Fi', 'Shounen']",JA,42
4648,Juujika No Rokunin,"['Mystery', 'Psychological', 'Shounen']",EN,134
4649,Juusan Nanme No Tenshou Mono ~ Ore Dake Misuteta Megami Wo Buttobasu!~,['Fantasy'],JA,15
4650,Juvenile Offender,"['Action', 'Drama', 'Thriller']",EN,19
4651,Jyajya,"['Seinen', 'Sports']",nedoločen,0
4652,K - Lost Small World,"['Josei', 'Supernatural']",EN,12
4653,K No Souretsu,"['Drama', 'Josei', 'Mystery']",EN,19.3
4654,K-On!,"['Comedy', 'Music', 'School']",EN,14
4655,K-On! College,"['Comedy', 'School', 'Slice of Life']",EN,0
4656,K-On! High School,"['Comedy', 'School', 'Slice of Life']",EN,4
4657,K-On! Shuffle,"['Comedy', 'Music', 'School']",EN,41
4658,K-On! Story Anthology Comic,"['Comedy', 'Music', 'School']",EN,40
4659,Kabu No Isaki,"['Adventure', 'Sci-Fi', 'Seinen']",EN,48
4660,Kachime ga Nai no wa Ore dake ka!!,"['Comedy', 'Romance', 'Shounen']",JA,13
4661,Kageki Shoujo!!,"['Drama', 'School', 'Shoujo']",EN,36.5
4662,Kagemusha - Tokugawa Ieyasu,"['Action', 'Adventure', 'Historical']",EN,50
4663,Kagerou Daze Official Anthology Comic -Summer-,['Comedy'],EN,13
4664,Kageyama-kun in the public health room,"['Romance', 'School', 'Shoujo']",EN,10
4665,Kaguhara's Fetish Notebook,"['Comedy', 'Ecchi', 'Seinen']",EN,7
4666,Kaguya-sama: Love is War,"['Comedy', 'Romance', 'School']",EN,281
4667,Kaguya-sama: Love is War (Colored Edition),"['Comedy', 'Romance', 'School']",JA,191.5
4668,Kaguya-san ha Hansei Shinasai,"['Comedy', 'Sci-Fi']",EN,11
4669,Kaibutsu Shoujo wa Hatsukoi no Yume wo Miru ka?,"['Comedy', 'Romance']",EN,21
4670,Kaifukushoku no Akuyaku Reijou,"['Fantasy', 'Shoujo']",JA,6
4671,Kaiji,"['Drama', 'Game', 'Psychological']",EN,131
4672,Kaijin Hiiro,['Shounen'],JA,151
4673,Kaiju Girl Caramelizer,"['Romance', 'School', 'Seinen']",EN,37
4674,Kaijuu No Tokage (Fukuchi Kamio),"['Comedy', 'Shounen', 'Slice of Life']",EN,29
4675,Kaijuu No. 8,"['Action', 'Fantasy', 'Horror']",EN,89
4676,Kaiko Sareta Ankoku Heishi (30-Dai) No Slow Na Second Life,"['Fantasy', 'Seinen']",EN,44
4677,"Kaiko Sareta Kyutei Renkinjutsu Shi Ha Henkyo De Dainoen Wo Tsukuriageru Sokoku Wo Retakedo, Saikyo Ryochi De Slow Life Wo Oka Suru","['Action', 'Comedy', 'Fantasy']",JA,6
4678,Kaiouki,"['Action', 'Adventure', 'Fantasy']",JA,0
4679,Kaisei no Caricature,"['Action', 'Fantasy', 'School']",EN,4
4680,Kaito Rupan den Abanchurie,"['Adventure', 'Historical', 'Mystery']",JA,37
4681,Kaitou Lupin Den: Aventurier,"['Adventure', 'Historical', 'Mystery']",JA,24
4682,Kajika,"['Adventure', 'Martial Arts', 'Shounen']",EN,12
4683,Kakafukaka,"['Drama', 'Josei', 'Romance']",JA,29
4684,Kakan no Oukoku no Hanagirai Hime,"['Comedy', 'Fantasy', 'Romance']",JA,4
4685,Kakeau Tsukihi,"['Comedy', 'Shounen', 'Slice of Life']",JA,49
4686,Kakegurui (Kari),"['Comedy', 'Parody', 'School']",JA,115
4687,Kakegurui Midari,"['Drama', 'Psychological', 'School']",EN,59
4688,Kakegurui: Compulsive Gambler,"['Drama', 'Mystery', 'Psychological']",EN,103
4689,Kakeru,"['Horror', 'Mystery', 'Seinen']",EN,140
4690,Kaketa tsuki no Mercedez ~ Kyuuketsuki no Kizoku ni Tensei Shita kedo Suterare sou nanode Dungeon wo Seiha suru,['Romance'],JA,10
4691,Kaki Hoshuu,"['Doujinshi', 'Hentai', 'School']",JA,0
4692,Kakugo Wa Iika Soko No Joshi.,"['Comedy', 'Romance', 'School']",EN,8
4693,Kakunaru Ue wa,"['Comedy', 'Ecchi', 'Romance']",EN,6
4694,Kakureboshi Wa Kokoro Wo Tsunaide,"['Fantasy', 'Romance', 'Sci-Fi']",JA,6
4695,Kakuriyo No Yadomeshi: Ayakashi Oyado Ni Yomeiri Shimasu.,"['Demons', 'Shoujo', 'Supernatural']",EN,44
4696,Kakusei Shitara Sekai Saikyou no Madou Renseishi deshita,"['Action', 'Adventure', 'Comedy']",JA,3
4697,Kakushigoto - Secrets,"['Drama', 'School', 'Seinen']",EN,23
4698,Kakushigoto: My Dad's Secret Ambition,"['Comedy', 'Shounen', 'Slice of Life']",EN,51
4699,Kamen Rider Spirits,"['Action', 'Adventure', 'Horror']",JA,3.46
4700,Kamen Tantei,"['Comedy', 'Horror', 'Mystery']",JA,18
4701,Kami Eshi JK to OL Fujoshi,"['Comedy', 'Josei', 'Shoujo Ai']",EN,27
4702,Kami no Manimani,"['Action', 'Adventure', 'Comedy']",EN,42
4703,Kami No Na Wa,['Fantasy'],EN,9
4704,Kami No Techigai De Shindara Zumi De Isekai Ni Hourikomare Mashita,"['Action', 'Adventure', 'Comedy']",EN,41
4705,Kami o Kamisama Gacha de Umidashi Houdai,"['Fantasy', 'Shounen']",JA,8
4706,"Kami Skill (Kokyuu) Suru Dake De Level Up Suru Boku Wa, Kamigami No Dungeon E Idomu","['Action', 'Adventure', 'Fantasy']",JA,26
4707,Kami to Yobareta Otaku,"['Comedy', 'Sci-Fi', 'Seinen']",JA,32
4708,Kami Wa Game Ni Ueteiru,"['Drama', 'Ecchi', 'Fantasy']",JA,5
4709,Kami-Sama No Ekohiiki,"['Romance', 'Shoujo', 'Supernatural']",nedoločen,0
4710,Kamibukuro-kun wa Koishiteru,"['Comedy', 'Romance']",EN,15.4
4711,Kamigami Mottomo Yowaki Hangyaku Sha,['Fantasy'],JA,20
4712,Kamigami no Kago de Seisan Kakumei,"['Harem', 'Slice of Life']",EN,4
4713,Kamigami to Hitobito no Hibi,"['Comedy', 'Historical']",JA,0
4714,Kamige tte Souiu Koto desu ka,"['Comedy', 'Ecchi', 'Seinen']",EN,14
4715,"Kamiina Botan, the Drunken Form is a Lily Flower","['Comedy', 'Shoujo Ai', 'Slice of Life']",EN,28
4716,Kamikami Kaeshi,"['Comedy', 'Drama', 'Fantasy']",JA,23
4717,Kaminagashijima: Reincarnation of the Shrine Maiden,"['Action', 'Comedy', 'Horror']",EN,2
4718,"Kaminari Mikado To Yobareta Saikyou Boukensha, Majutsu Gakuin Ni Nyuugaku Shite Issai No Enryo Naku Musou Suru","['Action', 'Comedy', 'Fantasy']",JA,19
4719,Kamisama Kiss,"['Action', 'Comedy', 'Drama']",EN,148.2
4720,Kamisama Ni Kago 2 Nin Bun Moraimashita,"['Action', 'Adventure', 'Fantasy']",JA,38
4721,Kamisama no Gakkou,"['Fantasy', 'Supernatural']",JA,11
4722,Kamisogi,"['Action', 'Fantasy', 'Historical']",JA,15.5
4723,"Kamo's Onion is Poisoned: Prof. Kamo's Lecture on ""Human"" Economics","['Drama', 'Psychological', 'Seinen']",JA,30
4724,Kamoshika!,"['Comedy', 'School', 'Shounen']",EN,12
4725,Kamuya Ride,"['Action', 'Fantasy', 'Historical']",EN,25
4726,Kanan-sama Is Easy as Hell!,"['Comedy', 'Demons', 'Fantasy']",EN,57
4727,Kanchigai No Atelier Meister,"['Action', 'Adventure', 'Fantasy']",EN,38
4728,"KanColle: Fumizuki, of the Horizon","['Action', 'Comedy', 'Slice of Life']",EN,18
4729,Kandan Ruupu,"['Drama', 'Horror', 'Mystery']",JA,14
4730,Kankore - Kantai Collection; Kantai Collection - Kancolle,"['Comedy', 'Historical', 'School']",EN,230
4731,Kanmuri's Watch Workshop,"['Comedy', 'Drama', 'Seinen']",EN,11
4732,Kannagi: Crazy Shrine Maidens,"['Action', 'Comedy', 'Harem']",EN,76
4733,"Kanojo ga Senpai ni NTR-reta node, Senpai no Kanojo wo NTR-masu","['Comedy', 'Romance']",EN,9
4734,Kanojo Gacha,"['Drama', 'Ecchi', 'Psychological']",JA,48.5
4735,Kanojo no Karera EV,['nedoločen'],JA,41
4736,Kanojo no Koto nado,"['Shoujo', 'Slice of Life']",JA,0
4737,Kanojo no Sore ni Yarareteru,"['Comedy', 'Shounen', 'Sports']",EN,13
4738,Kanojo to Kare no Kankei – Heibon na Hayakawa-san to Heibon na Miura-kun no Hibon na Kankei,"['Comedy', 'Romance', 'School']",JA,4
4739,Kanokon,"['Comedy', 'Ecchi', 'Romance']",EN,47.2
4740,Kansu To Yuusha No Chou Ma Kyoudou,"['Action', 'Comedy', 'Fantasy']",JA,20
4741,"Kantai Collection -KanColle- Tonight, Another ""Salute""!",['Comedy'],EN,24
4742,Kanzen Kaihi Healer No Kiseki,"['Action', 'Adventure', 'Fantasy']",EN,42
4743,Kara No Kyoukai: The Garden Of Sinners,"['Action', 'Dementia', 'Demons']",JA,0
4744,Karakuri Circus,"['Adventure', 'Mystery', 'Shounen']",EN,425
4745,"Karappo Seijo to shite Suterareta Hazu ga, Totsugi-saki no Koutei Heika ni Dekiaisareteimasu","['Fantasy', 'Romance', 'Shoujo']",JA,5
4746,Karasu wa Aruji wo Erabanai,"['Drama', 'Fantasy', 'Historical']",JA,31
4747,Karate Apocalypse,['Martial Arts'],EN,19
4748,Karate Master Isekai,"['Action', 'Fantasy', 'Martial Arts']",EN,23
4749,Karate Survivor in Another World,"['Action', 'Adventure', 'Demons']",EN,35
4750,Kare Kano: His and Her Circumstances,"['Comedy', 'Drama', 'Romance']",JA,102.2
4751,Kare Kijima,"['Drama', 'Horror']",JA,32
4752,Kare Made Love KM,"['Drama', 'Romance', 'Shoujo']",JA,0
4753,Kare to Koi nante,"['Comedy', 'Drama', 'Josei']",JA,32
4754,Kare to Watashi no Cha x Cha x Chance!!,"['Josei', 'Romance']",JA,7.5
4755,Karma of Purgatory,"['Shounen', 'Supernatural']",JA,39
4756,Karneval,"['Action', 'Fantasy', 'Josei']",EN,125
4757,Karsearin: Adventures of a Red Dragon,"['Adventure', 'Comedy', 'Fantasy']",EN,53
4758,Kasane,"['Drama', 'Horror', 'Psychological']",EN,126
4759,Kasane and Subaru,"['Comedy', 'Romance']",EN,14
4760,Kase-san,"['Romance', 'School', 'Shoujo']",EN,47
4761,Kasei Fu No Bukimi,"['Horror', 'Mystery']",JA,18
4762,Kashimashi ~Girl Meets Girl~,"['Comedy', 'Drama', 'Romance']",EN,35
4763,Kata Koi Scream,"['Comedy', 'Romance', 'Shounen']",EN,4
4764,Katabami To Ougon,"['Drama', 'Historical', 'Seinen']",EN,18.5
4765,Katagi Modoshi,"['Action', 'Seinen']",JA,33
4766,Katana Series,"['Comedy', 'Drama', 'Historical']",EN,62
4767,Katarina,['Fantasy'],EN,10
4768,Katekin,"['Comedy', 'Drama', 'Ecchi']",EN,48
4769,"Kawachi Haruka Jidai Tanpenshuu, Kawachi Haruka","['Historical', 'Romance', 'Seinen']",EN,6
4770,Kawasemi's Fishing and Cooking,"['Comedy', 'School', 'Slice of Life']",EN,35
4771,Kawazuya,"['Comedy', 'Slice of Life', 'Supernatural']",EN,34
4772,Kaya-chan isn't scary,"['Horror', 'Seinen']",EN,19
4773,Kaze Hikaru,"['Action', 'Historical', 'Romance']",EN,149.5
4774,"Kazoku ni Yakudatazu to Iware Tsuzuketa Watashi ga, Mashou no Koushaku Kishi-sama no Saiai ni naru made",['Romance'],JA,9
4775,Kazoku Scramble,"['Drama', 'Fantasy', 'Horror']",EN,4
4776,Kazoku Switch,"['Josei', 'Romance']",JA,21
4777,Kazuma and Haruka's Life,['Romance'],EN,14
4778,Kechonpa,"['Drama', 'Josei']",JA,15
4779,"Keep A Low Profile, Sect Leader","['Action', 'Fantasy', 'Martial Arts']",EN,176
4780,Keep Calm Mr Song,['Romance'],EN,16
4781,Keep On Vibrating,"['Drama', 'Psychological', 'Sci-Fi']",EN,7
4782,Ken to Yumi to Chokotto Mahou no Tensei Senki,['Fantasy'],JA,10
4783,Kengai Princess,"['Comedy', 'Drama', 'Romance']",JA,43
4784,Kengan Ashua,"['Action', 'Martial Arts']",EN,236.2
4785,Kengan Ashua,"['Action', 'Martial Arts']",EN,7.2
4786,Kengan Omeg,"['Action', 'Martial Arts']",EN,217
4787,Kenja ga Nakama ni Natta!,"['Comedy', 'Romance', 'Shounen']",EN,42
4788,KENJA NO DESHI WO NANORU KENJA ~MARIANA'S DAY~,['Fantasy'],JA,13
4789,Kenka Ramen,"['Comedy', 'Seinen']",EN,161
4790,Kenki Renka: Re:Zero kara Hajimeru Isekai Seikatsu†Shinmeitan,"['Action', 'Drama', 'Fantasy']",EN,11
4791,Kensen Hyoukyoku,"['Action', 'Fantasy', 'Mystery']",JA,15
4792,Kentei Nouryoku de Chougoushi ni Narimasu,['Fantasy'],JA,29
4793,Keyman: The Hand of Judgement,"['Action', 'Mystery', 'Sci-Fi']",EN,65
4794,Keys,['Action'],EN,20
4795,Ki Ni Naru Seina No Atama No Naka Wa,"['Comedy', 'Seinen']",JA,22
4796,Kibishii Jou Joushi ga Koukousei ni Modottara Ore ni Deredere suru Riyuu – Ryou Kataomoi no Yarinaoshi Koukousei Seikatsu,"['Comedy', 'Romance', 'School']",JA,4
4797,Kidou Senshi Z Gundam Define,"['Mecha', 'Sci-Fi', 'Shounen']",EN,78
4798,Kids Are All Right,['Drama'],EN,55
4799,Kidults,"['Drama', 'Romance', 'Slice of Life']",EN,98
4800,Kigurumi Guardians,"['Fantasy', 'Shoujo']",EN,19
4801,Kigurumi-kun,['Yaoi'],EN,6
4802,Kiichi!!,"['Drama', 'Psychological', 'Seinen']",EN,87
4803,Kijima-san and Yamada-san,['Romance'],EN,16
4804,Kijin Gentoushou,"['Action', 'Fantasy']",EN,15
4805,Kijou Senshi Mokuba-san,"['Comedy', 'Ecchi', 'Fantasy']",JA,8
4806,"Kikaku Hazure no Eiyuu ni Sodaterareta, Joushiki Hazure no Mahou Kenshi","['Comedy', 'Fantasy', 'Harem']",JA,22
4807,Kill Blue,"['Action', 'Comedy', 'Shounen']",EN,12
4808,KILL la KILL,"['Action', 'Comedy', 'Ecchi']",EN,17
4809,Kill The Dragon,"['Action', 'Adventure', 'Drama']",EN,68
4810,Kill The Hero,"['Action', 'Adventure', 'Fantasy']",EN,141
4811,Kill the Villainess,"['Drama', 'Fantasy', 'Josei']",EN,33
4812,"Killed Again, Mr. Detective","['Mystery', 'Shounen']",JA,6
4813,Killer and Immortal Target,"['Comedy', 'Supernatural']",EN,10
